url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
https://www.virginislandsdailynews.com/ap/national/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/article_e61158c5-6652-556e-a516-d7b5fa532394.html,,"Primary apathy in Michigan : Democrats , GOP struggle as supporters mull whether to even vote",20240227T021500Z,https://bloximages.newyork1.vip.townnews.com/virginislandsdailynews.com/content/tncms/assets/v3/editorial/f/70/f70147a5-aff5-56b4-95f6-c686625a5a94/65dd3679af642.image.jpg?crop=1763%2C926%2C0%2C125,virginislandsdailynews.com,English,United States
https://www.dailycamera.com/2024/02/26/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/,https://www.dailycamera.com/2024/02/26/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/amp/,Michigan presidential primary : Voter apathy sweeps the state,20240227T021500Z,https://www.dailycamera.com/wp-content/uploads/2024/02/Election_2024_Michigan_Voter_Apathy_63901.jpg,dailycamera.com,English,United States
https://www.wvlkam.com/news/harvard-poll-trump-carries-positive-favorability-rating/,,Harvard Poll : Trump Carries Positive Favorability Rating,20240227T021500Z,https://www.newsmax.com/Newsmax/files/c2/c22754e7-c08d-479c-8313-4711ab09d02d.jpg,wvlkam.com,English,United States
https://www.newsandtribune.com/news/michigan-primary-what-to-watch-as-2024-campaign-shifts-to-the-first-big-swing-state/article_f001c0c4-d509-11ee-997a-5bc32d29d7e1.html,,Michigan primary : What to watch as 2024 campaign shifts to the first big swing state,20240227T020000Z,https://bloximages.chicago2.vip.townnews.com/newsandtribune.com/content/tncms/assets/v3/editorial/5/f5/5f55c6f0-b0b1-11ee-9fe0-1f4ba49b82bc/65a03762c94c2.image.jpg?crop=1721%2C904%2C0%2C150,newsandtribune.com,English,United States
https://hotair.com/ed-morrissey/2024/02/26/vote-now-in-hot-airs-veepstakes-poll-n3783641,https://hotair.com/ed-morrissey/2024/02/26/vote-now-in-hot-airs-veepstakes-poll-n3783641/amp,Vote Now in HotAir Veepstakes Poll ! ,20240227T020000Z,https://media.townhall.com/cdn/hodl/2024/57/3f5638b1-a316-4415-92ad-cc49e87b8c39.png,hotair.com,English,United States
https://www.eagletribune.com/region/on-eve-of-michigan-primary-nikki-haley-argues-donald-trump-cant-win-in-november/article_0c6dfcdb-7794-5ecc-9039-d3967ea779af.html,,"On eve of Michigan primary , Nikki Haley argues Donald Trump cant win in November",20240227T033000Z,https://bloximages.chicago2.vip.townnews.com/eagletribune.com/content/tncms/custom/image/ae213140-df8c-11e7-b06d-b798580d75a5.jpg,eagletribune.com,English,United States
https://www.pleasantonweekly.com/calmatters/2024/02/26/would-a-gavin-newsom-recall-do-any-better-than-2021/,,Would a Gavin Newsom recall do any better than 2021 ? ,20240227T033000Z,https://i0.wp.com/www.pleasantonweekly.com/wp-content/uploads/2024/02/010521_RecallPetition_AW_CM_06.jpg?fit=1023%2C682&ssl=1,pleasantonweekly.com,English,United States
https://www.greeleytribune.com/2024/02/26/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/,https://www.greeleytribune.com/2024/02/26/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/amp/,Michigan presidential primary : Voter apathy sweeps the state,20240227T030000Z,https://www.greeleytribune.com/wp-content/uploads/2024/02/Election_2024_Michigan_Voter_Apathy_63901.jpg,greeleytribune.com,English,United States
https://www.seattletimes.com/nation-world/a-biden-ally-wades-into-divide-over-gaza-and-emerges-with-a-warning/,,A Biden ally wades into divide over Gaza and emerges with a warning,20240227T040000Z,,seattletimes.com,English,United States
https://newsbusters.org/blogs/nb/jorge-bonilla/2024/02/26/abc-news-remains-uncommitted-reporting-michigan-dems-protest-vote,,ABC News Remains  Uncommitted  To Reporting On Michigan Dem Protest Vote,20240227T053000Z,https://cdn.newsbusters.org/styles/mobile_thumb_700x400_/s3/2024-02/NBC%20Nightly%20News%20With%20Lester%20Holt-6_34_04%20pm-2024-02-26.jpg?itok=iUdVE-px,newsbusters.org,English,United States
https://www.klif.com/news/harvard-poll-trump-carries-positive-favorability-rating/,,Harvard Poll : Trump Carries Positive Favorability Rating,20240227T053000Z,,klif.com,English,United States
https://www.santafenewmexican.com/news/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/article_f5c70b6d-cc93-56a1-a12a-9d266231fe2c.html,,"Primary apathy in Michigan : Democrats , GOP struggle as supporters mull whether to even vote",20240227T053000Z,https://bloximages.newyork1.vip.townnews.com/santafenewmexican.com/content/tncms/assets/v3/editorial/9/c1/9c128f8e-17ae-5832-90bc-3712cb88df29/65dd52548da67.image.jpg?crop=1763%2C926%2C0%2C125,santafenewmexican.com,English,United States
https://theconservativetreehouse.com/blog/2024/02/27/february-27th-2024-presidential-politics-resistance-day-1134/,,February 27th - 2024 Presidential Politics - Resistance Day 1134,20240227T063000Z,https://theconservativetreehouse.com/wp-content/uploads/2021/01/The-trump-movement-1024x1024.jpg,theconservativetreehouse.com,English,United States
"https://www.lansingcitypulse.com/stories/in-grand-rapids-haley-says-the-republican-party-is-becoming-trumps-playpen,87884",,"In Grand Rapids , Haley says the Republican Party is becoming Trump  playpen  ",20240227T100000Z,,lansingcitypulse.com,English,United States
https://www.macombdaily.com/2024/02/27/primary-apathy-dems-gop-struggle-as-supporters-mull-whether-to-even-vote/,https://www.macombdaily.com/2024/02/27/primary-apathy-dems-gop-struggle-as-supporters-mull-whether-to-even-vote/amp/,"Primary apathy : Dems , GOP struggle as supporters mull whether to even vote",20240227T111500Z,https://www.macombdaily.com/wp-content/uploads/2024/02/AP24056510891377.jpg,macombdaily.com,English,United States
https://news.yahoo.com/susan-j-demas-fear-black-120037347.html,,Susan J . Demas : Fear of a Black female president,20240227T124500Z,https://media.zenfs.com/en/florida_phoenix_articles_551/abd29056cf8506bece262a379c82d84d,news.yahoo.com,English,United States
https://www.politico.com/newsletters/playbook/2024/02/27/what-joe-biden-has-to-fear-from-michigan-00143487,,Playbook : What Joe Biden has to fear from Michigan,20240227T121500Z,https://static.politico.com/3d/4c/9dcd768e4bf5a8506057f9544fd4/mag-gardner-abrahamaiyash-secondary1.jpg,politico.com,English,United States
https://www.naturalnews.com/2024-02-26-trump-wants-ivf-available-across-america.html,,"Trump wants IVF , fertility treatments available across America – NaturalNews . com",20240227T121500Z,https://www.naturalnews.com/wp-content/uploads/sites/91/2024/02/embryo.jpg,naturalnews.com,English,United States
https://news.yahoo.com/delaware-lawmakers-consider-options-court-102625400.html,,"Delaware lawmakers consider options after court tosses out early voting , mail - in ballots",20240227T120000Z,https://s.yimg.com/ny/api/res/1.2/poYfg40llo_H06dXi72T5A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/delaware-online-the-news-journal/0970b0acd2f05799c1c517f0e51b72ef,news.yahoo.com,English,United States
https://www.newsweek.com/generation-z-trump-approval-rating-poll-young-voters-1873701,,Gen Z Loves Donald Trump More Than Any Other Age Group,20240227T131500Z,https://d.newsweek.com/en/full/2354258/donald-trump-south-carolina.jpg,newsweek.com,English,United States
https://www.houstonpublicmedia.org/npr/2024/02/27/1234133714/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation/,,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T144500Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_wide-578de755a3963546e2b47382edf9d86fe6483542.jpg,houstonpublicmedia.org,English,United States
https://www.ajc.com/politics/politics-blog/pg-am-students-slaying-turns-up-pressure-on-embattled-athens-da/HZ6MM73PINBC5OLFXYBMACKFMA/,,PG A . M .: Student slaying turns up pressure on embattled Athens DA,20240227T144500Z,https://www.ajc.com/resizer/1aesArrks_g--TjNriVoui3vykI=/1200x630/cloudfront-us-east-1.images.arcpublishing.com/ajc/XQHLRHWOGZDDFNZGW7EFNFYCV4.jpg,ajc.com,English,United States
https://www.idahopress.com/opinion/columnists/malloy-for-haley-winning-may-not-be-everything/article_d6828924-d461-11ee-8971-d7d77945868e.html,https://www.idahopress.com/opinion/columnists/malloy-for-haley-winning-may-not-be-everything/article_d6828924-d461-11ee-8971-d7d77945868e.amp.html,"Malloy : For Haley , winning may not be everything",20240227T144500Z,https://bloximages.chicago2.vip.townnews.com/idahopress.com/content/tncms/assets/v3/editorial/1/bb/1bbbeb22-8d44-11ed-8301-9ffec27144fa/63b7483df381b.image.jpg?crop=960%2C504%2C0%2C388,idahopress.com,English,United States
https://www.northernpublicradio.org/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T141500Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,northernpublicradio.org,English,United States
https://www.kunc.org/npr-news/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,https://www.kunc.org/npr-news/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation?_amp=true,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T140000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,kunc.org,English,United States
https://www.wxxinews.org/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T140000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,wxxinews.org,English,United States
https://www.wdiy.org/npr-news/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,https://www.wdiy.org/npr-news/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation?_amp=true,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T140000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,wdiy.org,English,United States
https://radio.wpsu.org/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T140000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,radio.wpsu.org,English,United States
https://www.knau.org/npr-news/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,https://www.knau.org/npr-news/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation?_amp=true,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T140000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,knau.org,English,United States
https://news.yahoo.com/haley-says-republican-party-becoming-141744695.html,,Haley says the Republican Party is becoming Trump  playpen  ,20240227T154500Z,https://media.zenfs.com/en/daily_montanan_articles_209/c221224c81992bc93672c19e08f9af95,news.yahoo.com,English,United States
https://www.wrvo.org/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T153000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,wrvo.org,English,United States
https://www.publicradiotulsa.org/npr-national-news/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,https://www.publicradiotulsa.org/npr-national-news/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation?_amp=true,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T150000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,publicradiotulsa.org,English,United States
"https://www.lansingcitypulse.com/stories/4-things-to-watch-in-michigans-presidential-primary,87969",,4 things to watch in Michigan presidential primary,20240227T150000Z,,lansingcitypulse.com,English,United States
https://www.kazu.org/npr-news/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T150000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,kazu.org,English,United States
https://www.kacu.org/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,https://www.kacu.org/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation?_amp=true,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T150000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,kacu.org,English,United States
https://www.wutc.org/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,https://www.wutc.org/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation?_amp=true,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T150000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,wutc.org,English,United States
https://www.ktep.org/politics/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,https://www.ktep.org/politics/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation?_amp=true,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T150000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,ktep.org,English,United States
https://www.yahoo.com/news/nikki-haley-donald-trump-sinking-160054401.html,,Nikki Haley : Donald Trump is sinking the Republican Party and wont win the general,20240227T164500Z,https://s.yimg.com/ny/api/res/1.2/B8wXaPHufUlGiKWJm9.HXg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/usa_today_news_641/27393fdca2b56a72dcb2f43edcb4e00f,yahoo.com,English,United States
https://www.ksut.org/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,https://www.ksut.org/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation?_amp=true,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T163000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,ksut.org,English,United States
https://www.wuft.org/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,https://www.wuft.org/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation?_amp=true,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T163000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,wuft.org,English,United States
https://www.wknofm.org/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,https://www.wknofm.org/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation?_amp=true,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T161500Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,wknofm.org,English,United States
https://www.wsiu.org/politics-elections/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T160000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,wsiu.org,English,United States
https://www.thepiratescove.us/2024/02/27/biden-to-visit-border-thursday-or-something/,,Biden To Visit Border Thursday Or Something - Pirate Cove,20240227T173000Z,,thepiratescove.us,English,United States
https://news.wfsu.org/all-npr-news/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T173000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,news.wfsu.org,English,United States
https://www.thepiratescove.us/2024/02/27/biden-to-visit-border-thursday-or-something/comment-page-1/,,Biden To Visit Border Thursday Or Something - Pirate Cove,20240227T173000Z,,thepiratescove.us,English,United States
https://www.wcbe.org/npr-news/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation,https://www.wcbe.org/npr-news/2024-02-27/young-michigan-voters-are-uncommitted-to-biden-u-s-airman-dies-of-self-immolation?_amp=true,Young Michigan voters are  uncommitted  to Biden ; U . S . airman dies of self - immolation,20240227T170000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2031351549_sq-7b41ae72024d82e83995966897ae2724e884249d.jpg,wcbe.org,English,United States
https://bearingarms.com/camedwards/2024/02/27/who-should-be-trumps-running-mate-cast-your-vote-in-the-townhall-2024-gop-veepstakes-poll-n1223974,https://bearingarms.com/camedwards/2024/02/27/who-should-be-trumps-running-mate-cast-your-vote-in-the-townhall-2024-gop-veepstakes-poll-n1223974/amp,Who Should Be Trump Running Mate ? Cast Your Vote in the Townhall 2024 GOP Veepstakes Poll,20240227T170000Z,https://media.townhall.com/cdn/hodl/2024/54/00fe2ae5-be9c-42c5-ae8d-74cfe17be128.jpg,bearingarms.com,English,United States
https://www.kclu.org/politics/2024-02-27/after-alabamas-ruling-this-senators-bill-aims-to-protect-national-access-to-ivf,https://www.kclu.org/politics/2024-02-27/after-alabamas-ruling-this-senators-bill-aims-to-protect-national-access-to-ivf?_amp=true,"After Alabama ruling , this senator bill aims to protect national access to IVF",20240227T204500Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-1784225341_sq-1a25a68608f907b080eb8b7730139d966dc7e4bd.jpg,kclu.org,English,United States
https://www.npr.org/2024/02/27/1234236115/congressional-leaders-hope-to-avoid-a-shutdown-but-ukraine-aid-is-still-unclear,,Congressional leaders hope to avoid a shutdown . Ukraine aid is still unclear : NPR,20240227T204500Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-2036318431_wide-bcc7362a89ffe8a67f86006345842b14b67c515e-s1400-c100.jpg,npr.org,English,United States
https://www.kanw.com/npr-news/2024-02-27/after-alabamas-ruling-this-senators-bill-aims-to-protect-national-access-to-ivf,https://www.kanw.com/npr-news/2024-02-27/after-alabamas-ruling-this-senators-bill-aims-to-protect-national-access-to-ivf?_amp=true,"After Alabama ruling , this senator bill aims to protect national access to IVF",20240227T204500Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-1784225341_sq-1a25a68608f907b080eb8b7730139d966dc7e4bd.jpg,kanw.com,English,United States
https://www.wrvo.org/2024-02-27/after-alabamas-ruling-this-senators-bill-aims-to-protect-national-access-to-ivf,,"After Alabama ruling , this senator bill aims to protect national access to IVF",20240227T203000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-1784225341_sq-1a25a68608f907b080eb8b7730139d966dc7e4bd.jpg,wrvo.org,English,United States
https://www.kacu.org/2024-02-27/after-alabamas-ruling-this-senators-bill-aims-to-protect-national-access-to-ivf,https://www.kacu.org/2024-02-27/after-alabamas-ruling-this-senators-bill-aims-to-protect-national-access-to-ivf?_amp=true,"After Alabama ruling , this senator bill aims to protect national access to IVF",20240227T200000Z,https://media.npr.org/assets/img/2024/02/27/gettyimages-1784225341_sq-1a25a68608f907b080eb8b7730139d966dc7e4bd.jpg,kacu.org,English,United States
